93,Afghanistan,0.1704
9375,Afghanistan Cellular+AC0-AT,0.1704
9370,Afghanistan Cellular+AC0-AWCC,0.12495
9376,Afghanistan Cellular+AC0-Areeba,0.1008
9377,Afghanistan Cellular+AC0-Areeba,0.1008
9378,Afghanistan Cellular+AC0-Etisalat,0.11393
937,Afghanistan Cellular+AC0-Others,0.126
9372,Afghanistan Cellular+AC0-Roshan,0.13125
9379,Afghanistan Cellular+AC0-Roshan,0.13125
355,Albania,0.10595
35568,Albania Cellular+AC0-AMC,0.22586
35567,Albania Cellular+AC0-Eagle,0.2939
35566,Albania Cellular+AC0-Plus,0.28655
35569,Albania Cellular+AC0-Vodafone,0.13682
521222131,Mexico Cellular EA/MGM Iusacel,0.02964
521222142,Mexico Cellular EA/MGM Iusacel,0.02964
521222150,Mexico Cellular EA/MGM Iusacel,0.02964
521222159,Mexico Cellular EA/MGM Iusacel,0.02964
521222170,Mexico Cellular EA/MGM Iusacel,0.02964
521222198,Mexico Cellular EA/MGM Iusacel,0.02964
521222203,Mexico Cellular EA/MGM Iusacel,0.02964
521222204,Mexico Cellular EA/MGM Iusacel,0.02964
521222215,Mexico Cellular EA/MGM Iusacel,0.02964
521222239,Mexico Cellular EA/MGM Iusacel,0.02964
521222256,Mexico Cellular EA/MGM Iusacel,0.02964
521222258,Mexico Cellular EA/MGM Iusacel,0.02964
521222259,Mexico Cellular EA/MGM Iusacel,0.02964
521222260,Mexico Cellular EA/MGM Iusacel,0.02964
521222262,Mexico Cellular EA/MGM Iusacel,0.02964
521222292,Mexico Cellular EA/MGM Iusacel,0.02964
521222293,Mexico Cellular EA/MGM Iusacel,0.02964
521222299,Mexico Cellular EA/MGM Iusacel,0.02964
521222300,Mexico Cellular EA/MGM Iusacel,0.02964
521222301,Mexico Cellular EA/MGM Iusacel,0.02964
521222302,Mexico Cellular EA/MGM Iusacel,0.02964
521222330,Mexico Cellular EA/MGM Iusacel,0.02964
521222362,Mexico Cellular EA/MGM Iusacel,0.02964
521222363,Mexico Cellular EA/MGM Iusacel,0.02964
521222364,Mexico Cellular EA/MGM Iusacel,0.02964
521222365,Mexico Cellular EA/MGM Iusacel,0.02964
521222369,Mexico Cellular EA/MGM Iusacel,0.02964
521222370,Mexico Cellular EA/MGM Iusacel,0.02964
521222375,Mexico Cellular EA/MGM Iusacel,0.02964
521222376,Mexico Cellular EA/MGM Iusacel,0.02964
521222377,Mexico Cellular EA/MGM Iusacel,0.02964
521222391,Mexico Cellular EA/MGM Iusacel,0.02964
521222393,Mexico Cellular EA/MGM Iusacel,0.02964
521222396,Mexico Cellular EA/MGM Iusacel,0.02964
521222397,Mexico Cellular EA/MGM Iusacel,0.02964
521222398,Mexico Cellular EA/MGM Iusacel,0.02964
521222400,Mexico Cellular EA/MGM Iusacel,0.02964
521222433,Mexico Cellular EA/MGM Iusacel,0.02964
521222440,Mexico Cellular EA/MGM Iusacel,0.02964
521222453,Mexico Cellular EA/MGM Iusacel,0.02964
521222468,Mexico Cellular EA/MGM Iusacel,0.02964
521222537,Mexico Cellular EA/MGM Iusacel,0.02964
5212225370,Mexico Cellular EA/MGM Iusacel,0.02964
5212225371,Mexico Cellular EA/MGM Iusacel,0.02964
5212225372,Mexico Cellular EA/MGM Iusacel,0.02964
5212225373,Mexico Cellular EA/MGM Iusacel,0.02964
5212225374,Mexico Cellular EA/MGM Iusacel,0.02964
521222575,Mexico Cellular EA/MGM Iusacel,0.02964
521222593,Mexico Cellular EA/MGM Iusacel,0.02964
521222760,Mexico Cellular EA/MGM Iusacel,0.02964
521222763,Mexico Cellular EA/MGM Iusacel,0.02964
521222764,Mexico Cellular EA/MGM Iusacel,0.02964
521222765,Mexico Cellular EA/MGM Iusacel,0.02964
521222766,Mexico Cellular EA/MGM Iusacel,0.02964
521222769,Mexico Cellular EA/MGM Iusacel,0.02964
5212281170,Mexico Cellular EA/MGM Iusacel,0.02964
5212281171,Mexico Cellular EA/MGM Iusacel,0.02964
5212281172,Mexico Cellular EA/MGM Iusacel,0.02964
5212281173,Mexico Cellular EA/MGM Iusacel,0.02964
5212281174,Mexico Cellular EA/MGM Iusacel,0.02964
521228143,Mexico Cellular EA/MGM Iusacel,0.02964
521228173,Mexico Cellular EA/MGM Iusacel,0.02964
521228221,Mexico Cellular EA/MGM Iusacel,0.02964
521228222,Mexico Cellular EA/MGM Iusacel,0.02964
5212282220,Mexico Cellular EA/MGM Iusacel,0.02964
521228227,Mexico Cellular EA/MGM Iusacel,0.02964
521228228,Mexico Cellular EA/MGM Iusacel,0.02964
521228229,Mexico Cellular EA/MGM Iusacel,0.02964
521228238,Mexico Cellular EA/MGM Iusacel,0.02964
521228239,Mexico Cellular EA/MGM Iusacel,0.02964
521228240,Mexico Cellular EA/MGM Iusacel,0.02964
521228241,Mexico Cellular EA/MGM Iusacel,0.02964
521228242,Mexico Cellular EA/MGM Iusacel,0.02964
521228243,Mexico Cellular EA/MGM Iusacel,0.02964
521228593,Mexico Cellular EA/MGM Iusacel,0.02964
5212285931,Mexico Cellular EA/MGM Iusacel,0.02964
5212285932,Mexico Cellular EA/MGM Iusacel,0.02964
5212285933,Mexico Cellular EA/MGM Iusacel,0.02964
5212285934,Mexico Cellular EA/MGM Iusacel,0.02964
5212285935,Mexico Cellular EA/MGM Iusacel,0.02964
5212285936,Mexico Cellular EA/MGM Iusacel,0.02964
5212285937,Mexico Cellular EA/MGM Iusacel,0.02964
5212285938,Mexico Cellular EA/MGM Iusacel,0.02964
5212285939,Mexico Cellular EA/MGM Iusacel,0.02964
521228826,Mexico Cellular EA/MGM Iusacel,0.02964
521228836,Mexico Cellular EA/MGM Iusacel,0.02964
521228837,Mexico Cellular EA/MGM Iusacel,0.02964
521228847,Mexico Cellular EA/MGM Iusacel,0.02964
521228848,Mexico Cellular EA/MGM Iusacel,0.02964
521228854,Mexico Cellular EA/MGM Iusacel,0.02964
521228855,Mexico Cellular EA/MGM Iusacel,0.02964
521228858,Mexico Cellular EA/MGM Iusacel,0.02964
521228859,Mexico Cellular EA/MGM Iusacel,0.02964
5212291420,Mexico Cellular EA/MGM Iusacel,0.02964
5212291421,Mexico Cellular EA/MGM Iusacel,0.02964
5212291422,Mexico Cellular EA/MGM Iusacel,0.02964
5212291423,Mexico Cellular EA/MGM Iusacel,0.02964
5212291424,Mexico Cellular EA/MGM Iusacel,0.02964
521229203,Mexico Cellular EA/MGM Iusacel,0.02964
521229323,Mexico Cellular EA/MGM Iusacel,0.02964
521229324,Mexico Cellular EA/MGM Iusacel,0.02964
521229325,Mexico Cellular EA/MGM Iusacel,0.02964
521229593,Mexico Cellular EA/MGM Iusacel,0.02964
521229771,Mexico Cellular EA/MGM Iusacel,0.02964
521229772,Mexico Cellular EA/MGM Iusacel,0.02964
521229773,Mexico Cellular EA/MGM Iusacel,0.02964
521229901,Mexico Cellular EA/MGM Iusacel,0.02964
521229902,Mexico Cellular EA/MGM Iusacel,0.02964
521229916,Mexico Cellular EA/MGM Iusacel,0.02964
521229926,Mexico Cellular EA/MGM Iusacel,0.02964
521229928,Mexico Cellular EA/MGM Iusacel,0.02964
521229933,Mexico Cellular EA/MGM Iusacel,0.02964
521229936,Mexico Cellular EA/MGM Iusacel,0.02964
521229952,Mexico Cellular EA/MGM Iusacel,0.02964
521229953,Mexico Cellular EA/MGM Iusacel,0.02964
521229982,Mexico Cellular EA/MGM Iusacel,0.02964
521229983,Mexico Cellular EA/MGM Iusacel,0.02964
5212311010,Mexico Cellular EA/MGM Iusacel,0.02964
5212311011,Mexico Cellular EA/MGM Iusacel,0.02964
5212311012,Mexico Cellular EA/MGM Iusacel,0.02964
5212311013,Mexico Cellular EA/MGM Iusacel,0.02964
5212311014,Mexico Cellular EA/MGM Iusacel,0.02964
521231109,Mexico Cellular EA/MGM Iusacel,0.02964
521231111,Mexico Cellular EA/MGM Iusacel,0.02964
521231325,Mexico Cellular EA/MGM Iusacel,0.02964
521231326,Mexico Cellular EA/MGM Iusacel,0.02964
521231387,Mexico Cellular EA/MGM Iusacel,0.02964
521231593,Mexico Cellular EA/MGM Iusacel,0.02964
5212321020,Mexico Cellular EA/MGM Iusacel,0.02964
5212321021,Mexico Cellular EA/MGM Iusacel,0.02964
5212321022,Mexico Cellular EA/MGM Iusacel,0.02964
5212321023,Mexico Cellular EA/MGM Iusacel,0.02964
5212321024,Mexico Cellular EA/MGM Iusacel,0.02964
521232108,Mexico Cellular EA/MGM Iusacel,0.02964
5212321081,Mexico Cellular EA/MGM Iusacel,0.02964
5212321082,Mexico Cellular EA/MGM Iusacel,0.02964
5212321083,Mexico Cellular EA/MGM Iusacel,0.02964
5212321084,Mexico Cellular EA/MGM Iusacel,0.02964
5212321085,Mexico Cellular EA/MGM Iusacel,0.02964
5212321086,Mexico Cellular EA/MGM Iusacel,0.02964
5212321087,Mexico Cellular EA/MGM Iusacel,0.02964
5212321088,Mexico Cellular EA/MGM Iusacel,0.02964
5212321089,Mexico Cellular EA/MGM Iusacel,0.02964
521232114,Mexico Cellular EA/MGM Iusacel,0.02964
521232326,Mexico Cellular EA/MGM Iusacel,0.02964
521232379,Mexico Cellular EA/MGM Iusacel,0.02964
521232593,Mexico Cellular EA/MGM Iusacel,0.02964
5212381060,Mexico Cellular EA/MGM Iusacel,0.02964
5212381061,Mexico Cellular EA/MGM Iusacel,0.02964
5212381062,Mexico Cellular EA/MGM Iusacel,0.02964
5212381063,Mexico Cellular EA/MGM Iusacel,0.02964
5212381064,Mexico Cellular EA/MGM Iusacel,0.02964
521238111,Mexico Cellular EA/MGM Iusacel,0.02964
521238115,Mexico Cellular EA/MGM Iusacel,0.02964
521238385,Mexico Cellular EA/MGM Iusacel,0.02964
5212383850,Mexico Cellular EA/MGM Iusacel,0.02964
5212383851,Mexico Cellular EA/MGM Iusacel,0.02964
5212383852,Mexico Cellular EA/MGM Iusacel,0.02964
5212383853,Mexico Cellular EA/MGM Iusacel,0.02964
5212383854,Mexico Cellular EA/MGM Iusacel,0.02964
5212383856,Mexico Cellular EA/MGM Iusacel,0.02964
5212383857,Mexico Cellular EA/MGM Iusacel,0.02964
5212383859,Mexico Cellular EA/MGM Iusacel,0.02964
521238386,Mexico Cellular EA/MGM Iusacel,0.02964
521238390,Mexico Cellular EA/MGM Iusacel,0.02964
521238394,Mexico Cellular EA/MGM Iusacel,0.02964
521238593,Mexico Cellular EA/MGM Iusacel,0.02964
5212411040,Mexico Cellular EA/MGM Iusacel,0.02964
5212411041,Mexico Cellular EA/MGM Iusacel,0.02964
5212411042,Mexico Cellular EA/MGM Iusacel,0.02964
5212411043,Mexico Cellular EA/MGM Iusacel,0.02964
5212411044,Mexico Cellular EA/MGM Iusacel,0.02964
521241105,Mexico Cellular EA/MGM Iusacel,0.02964
521241116,Mexico Cellular EA/MGM Iusacel,0.02964
521241121,Mexico Cellular EA/MGM Iusacel,0.02964
521241130,Mexico Cellular EA/MGM Iusacel,0.02964
521241136,Mexico Cellular EA/MGM Iusacel,0.02964
521241137,Mexico Cellular EA/MGM Iusacel,0.02964
5212411380,Mexico Cellular EA/MGM Iusacel,0.02964
5212411381,Mexico Cellular EA/MGM Iusacel,0.02964
5212411382,Mexico Cellular EA/MGM Iusacel,0.02964
5212411383,Mexico Cellular EA/MGM Iusacel,0.02964
5212411384,Mexico Cellular EA/MGM Iusacel,0.02964
5212411385,Mexico Cellular EA/MGM Iusacel,0.02964
521241410,Mexico Cellular EA/MGM Iusacel,0.02964
521241411,Mexico Cellular EA/MGM Iusacel,0.02964
521241413,Mexico Cellular EA/MGM Iusacel,0.02964
521241593,Mexico Cellular EA/MGM Iusacel,0.02964
5212415931,Mexico Cellular EA/MGM Iusacel,0.02964
5212415932,Mexico Cellular EA/MGM Iusacel,0.02964
5212415933,Mexico Cellular EA/MGM Iusacel,0.02964
5212415934,Mexico Cellular EA/MGM Iusacel,0.02964
5212415935,Mexico Cellular EA/MGM Iusacel,0.02964
5212415936,Mexico Cellular EA/MGM Iusacel,0.02964
5212415937,Mexico Cellular EA/MGM Iusacel,0.02964
5212415938,Mexico Cellular EA/MGM Iusacel,0.02964
5212415939,Mexico Cellular EA/MGM Iusacel,0.02964
5212441010,Mexico Cellular EA/MGM Iusacel,0.02964
5212441011,Mexico Cellular EA/MGM Iusacel,0.02964
5212441012,Mexico Cellular EA/MGM Iusacel,0.02964
5212441013,Mexico Cellular EA/MGM Iusacel,0.02964
5212441014,Mexico Cellular EA/MGM Iusacel,0.02964
521244104,Mexico Cellular EA/MGM Iusacel,0.02964
521244112,Mexico Cellular EA/MGM Iusacel,0.02964
521244448,Mexico Cellular EA/MGM Iusacel,0.02964
521244449,Mexico Cellular EA/MGM Iusacel,0.02964
521244593,Mexico Cellular EA/MGM Iusacel,0.02964
5212461070,Mexico Cellular EA/MGM Iusacel,0.02964
5212461071,Mexico Cellular EA/MGM Iusacel,0.02964
5212461072,Mexico Cellular EA/MGM Iusacel,0.02964
5212461073,Mexico Cellular EA/MGM Iusacel,0.02964
5212461074,Mexico Cellular EA/MGM Iusacel,0.02964
521246112,Mexico Cellular EA/MGM Iusacel,0.02964
521246130,Mexico Cellular EA/MGM Iusacel,0.02964
521246459,Mexico Cellular EA/MGM Iusacel,0.02964
521246460,Mexico Cellular EA/MGM Iusacel,0.02964
521246463,Mexico Cellular EA/MGM Iusacel,0.02964
521246476,Mexico Cellular EA/MGM Iusacel,0.02964
521246490,Mexico Cellular EA/MGM Iusacel,0.02964
521246593,Mexico Cellular EA/MGM Iusacel,0.02964
5212465931,Mexico Cellular EA/MGM Iusacel,0.02964
5212465932,Mexico Cellular EA/MGM Iusacel,0.02964
5212711120,Mexico Cellular EA/MGM Iusacel,0.02964
5212711121,Mexico Cellular EA/MGM Iusacel,0.02964
5212711122,Mexico Cellular EA/MGM Iusacel,0.02964
5212711123,Mexico Cellular EA/MGM Iusacel,0.02964
5212711124,Mexico Cellular EA/MGM Iusacel,0.02964
521271121,Mexico Cellular EA/MGM Iusacel,0.02964
521271165,Mexico Cellular EA/MGM Iusacel,0.02964
521271166,Mexico Cellular EA/MGM Iusacel,0.02964
521271170,Mexico Cellular EA/MGM Iusacel,0.02964
521271171,Mexico Cellular EA/MGM Iusacel,0.02964
521271702,Mexico Cellular EA/MGM Iusacel,0.02964
521271706,Mexico Cellular EA/MGM Iusacel,0.02964
521271707,Mexico Cellular EA/MGM Iusacel,0.02964
521271709,Mexico Cellular EA/MGM Iusacel,0.02964
521271710,Mexico Cellular EA/MGM Iusacel,0.02964
521271715,Mexico Cellular EA/MGM Iusacel,0.02964
521271718,Mexico Cellular EA/MGM Iusacel,0.02964
521271729,Mexico Cellular EA/MGM Iusacel,0.02964
521271730,Mexico Cellular EA/MGM Iusacel,0.02964
5212721100,Mexico Cellular EA/MGM Iusacel,0.02964
5212721101,Mexico Cellular EA/MGM Iusacel,0.02964
5212721102,Mexico Cellular EA/MGM Iusacel,0.02964
5212721103,Mexico Cellular EA/MGM Iusacel,0.02964
5212721104,Mexico Cellular EA/MGM Iusacel,0.02964
521272116,Mexico Cellular EA/MGM Iusacel,0.02964
521272124,Mexico Cellular EA/MGM Iusacel,0.02964
521272125,Mexico Cellular EA/MGM Iusacel,0.02964
521272164,Mexico Cellular EA/MGM Iusacel,0.02964
521272165,Mexico Cellular EA/MGM Iusacel,0.02964
521272172,Mexico Cellular EA/MGM Iusacel,0.02964
521272173,Mexico Cellular EA/MGM Iusacel,0.02964
521272572,Mexico Cellular EA/MGM Iusacel,0.02964
521272593,Mexico Cellular EA/MGM Iusacel,0.02964
5212725931,Mexico Cellular EA/MGM Iusacel,0.02964
5212725932,Mexico Cellular EA/MGM Iusacel,0.02964
5212725933,Mexico Cellular EA/MGM Iusacel,0.02964
5212725934,Mexico Cellular EA/MGM Iusacel,0.02964
5212725935,Mexico Cellular EA/MGM Iusacel,0.02964
5212725936,Mexico Cellular EA/MGM Iusacel,0.02964
5212725937,Mexico Cellular EA/MGM Iusacel,0.02964
521272703,Mexico Cellular EA/MGM Iusacel,0.02964
5212727032,Mexico Cellular EA/MGM Iusacel,0.02964
5212727033,Mexico Cellular EA/MGM Iusacel,0.02964
5212727034,Mexico Cellular EA/MGM Iusacel,0.02964
5212727035,Mexico Cellular EA/MGM Iusacel,0.02964
5212727036,Mexico Cellular EA/MGM Iusacel,0.02964
5212727037,Mexico Cellular EA/MGM Iusacel,0.02964
5212727038,Mexico Cellular EA/MGM Iusacel,0.02964
5212727039,Mexico Cellular EA/MGM Iusacel,0.02964
521272719,Mexico Cellular EA/MGM Iusacel,0.02964
521272720,Mexico Cellular EA/MGM Iusacel,0.02964
521272723,Mexico Cellular EA/MGM Iusacel,0.02964
5212871030,Mexico Cellular EA/MGM Iusacel,0.02964
5212871031,Mexico Cellular EA/MGM Iusacel,0.02964
5212871032,Mexico Cellular EA/MGM Iusacel,0.02964
5212871033,Mexico Cellular EA/MGM Iusacel,0.02964
5212871034,Mexico Cellular EA/MGM Iusacel,0.02964
521287112,Mexico Cellular EA/MGM Iusacel,0.02964
521287114,Mexico Cellular EA/MGM Iusacel,0.02964
521287590,Mexico Cellular EA/MGM Iusacel,0.02964
521287591,Mexico Cellular EA/MGM Iusacel,0.02964
521287592,Mexico Cellular EA/MGM Iusacel,0.02964
521287593,Mexico Cellular EA/MGM Iusacel,0.02964
521287594,Mexico Cellular EA/MGM Iusacel,0.02964
521287595,Mexico Cellular EA/MGM Iusacel,0.02964
521287596,Mexico Cellular EA/MGM Iusacel,0.02964
521287597,Mexico Cellular EA/MGM Iusacel,0.02964
521287598,Mexico Cellular EA/MGM Iusacel,0.02964
521287599,Mexico Cellular EA/MGM Iusacel,0.02964
521287880,Mexico Cellular EA/MGM Iusacel,0.02964
521287887,Mexico Cellular EA/MGM Iusacel,0.02964
521287888,Mexico Cellular EA/MGM Iusacel,0.02964
5212881110,Mexico Cellular EA/MGM Iusacel,0.02964
521288112,Mexico Cellular EA/MGM Iusacel,0.02964
5212941020,Mexico Cellular EA/MGM Iusacel,0.02964
5212941021,Mexico Cellular EA/MGM Iusacel,0.02964
5212941022,Mexico Cellular EA/MGM Iusacel,0.02964
5212941023,Mexico Cellular EA/MGM Iusacel,0.02964
5212941024,Mexico Cellular EA/MGM Iusacel,0.02964
521294113,Mexico Cellular EA/MGM Iusacel,0.02964
521294119,Mexico Cellular EA/MGM Iusacel,0.02964
521294120,Mexico Cellular EA/MGM Iusacel,0.02964
521294133,Mexico Cellular EA/MGM Iusacel,0.02964
5212941340,Mexico Cellular EA/MGM Iusacel,0.02964
521294593,Mexico Cellular EA/MGM Iusacel,0.02964
521294770,Mexico Cellular EA/MGM Iusacel,0.02964
521294946,Mexico Cellular EA/MGM Iusacel,0.02964
521294948,Mexico Cellular EA/MGM Iusacel,0.02964
5213111150,Mexico Cellular EA/MGM Iusacel,0.02964
5213111151,Mexico Cellular EA/MGM Iusacel,0.02964
5213111152,Mexico Cellular EA/MGM Iusacel,0.02964
5213111153,Mexico Cellular EA/MGM Iusacel,0.02964
5213111154,Mexico Cellular EA/MGM Iusacel,0.02964
521311146,Mexico Cellular EA/MGM Iusacel,0.02964
521311154,Mexico Cellular EA/MGM Iusacel,0.02964
521311157,Mexico Cellular EA/MGM Iusacel,0.02964
521311170,Mexico Cellular EA/MGM Iusacel,0.02964
521311171,Mexico Cellular EA/MGM Iusacel,0.02964
521311172,Mexico Cellular EA/MGM Iusacel,0.02964
521311173,Mexico Cellular EA/MGM Iusacel,0.02964
521311176,Mexico Cellular EA/MGM Iusacel,0.02964
521311179,Mexico Cellular EA/MGM Iusacel,0.02964
521311191,Mexico Cellular EA/MGM Iusacel,0.02964
521311192,Mexico Cellular EA/MGM Iusacel,0.02964
521311193,Mexico Cellular EA/MGM Iusacel,0.02964
521311220,Mexico Cellular EA/MGM Iusacel,0.02964
521311248,Mexico Cellular EA/MGM Iusacel,0.02964
521311261,Mexico Cellular EA/MGM Iusacel,0.02964
521311263,Mexico Cellular EA/MGM Iusacel,0.02964
521311264,Mexico Cellular EA/MGM Iusacel,0.02964
521311593,Mexico Cellular EA/MGM Iusacel,0.02964
521311851,Mexico Cellular EA/MGM Iusacel,0.02964
521311876,Mexico Cellular EA/MGM Iusacel,0.02964
521311877,Mexico Cellular EA/MGM Iusacel,0.02964
5213121170,Mexico Cellular EA/MGM Iusacel,0.02964
5213121171,Mexico Cellular EA/MGM Iusacel,0.02964
5213121172,Mexico Cellular EA/MGM Iusacel,0.02964
5213121173,Mexico Cellular EA/MGM Iusacel,0.02964
5213121174,Mexico Cellular EA/MGM Iusacel,0.02964
521312141,Mexico Cellular EA/MGM Iusacel,0.02964
5213123117,Mexico Cellular EA/MGM Iusacel,0.02964
521312318,Mexico Cellular EA/MGM Iusacel,0.02964
521312319,Mexico Cellular EA/MGM Iusacel,0.02964
521312550,Mexico Cellular EA/MGM Iusacel,0.02964
5213131040,Mexico Cellular EA/MGM Iusacel,0.02964
5213131041,Mexico Cellular EA/MGM Iusacel,0.02964
5213131042,Mexico Cellular EA/MGM Iusacel,0.02964
5213131043,Mexico Cellular EA/MGM Iusacel,0.02964
5213131044,Mexico Cellular EA/MGM Iusacel,0.02964
521313325,Mexico Cellular EA/MGM Iusacel,0.02964
5213141050,Mexico Cellular EA/MGM Iusacel,0.02964
5213141051,Mexico Cellular EA/MGM Iusacel,0.02964
5213141052,Mexico Cellular EA/MGM Iusacel,0.02964
5213141053,Mexico Cellular EA/MGM Iusacel,0.02964
5213141054,Mexico Cellular EA/MGM Iusacel,0.02964
521314123,Mexico Cellular EA/MGM Iusacel,0.02964
5213141284,Mexico Cellular EA/MGM Iusacel,0.02964
5213143051,Mexico Cellular EA/MGM Iusacel,0.02964
5213143058,Mexico Cellular EA/MGM Iusacel,0.02964
521314337,Mexico Cellular EA/MGM Iusacel,0.02964
521314358,Mexico Cellular EA/MGM Iusacel,0.02964
521314858,Mexico Cellular EA/MGM Iusacel,0.02964
521322106,Mexico Cellular EA/MGM Iusacel,0.02964
5213221150,Mexico Cellular EA/MGM Iusacel,0.02964
5213221151,Mexico Cellular EA/MGM Iusacel,0.02964
5213221152,Mexico Cellular EA/MGM Iusacel,0.02964
5213221153,Mexico Cellular EA/MGM Iusacel,0.02964
5213221154,Mexico Cellular EA/MGM Iusacel,0.02964
521322122,Mexico Cellular EA/MGM Iusacel,0.02964
521322124,Mexico Cellular EA/MGM Iusacel,0.02964
521322155,Mexico Cellular EA/MGM Iusacel,0.02964
5213222061,Mexico Cellular EA/MGM Iusacel,0.02964
5213222062,Mexico Cellular EA/MGM Iusacel,0.02964
5213222063,Mexico Cellular EA/MGM Iusacel,0.02964
5213222064,Mexico Cellular EA/MGM Iusacel,0.02964
5213222065,Mexico Cellular EA/MGM Iusacel,0.02964
5213222066,Mexico Cellular EA/MGM Iusacel,0.02964
5213222067,Mexico Cellular EA/MGM Iusacel,0.02964
5213222068,Mexico Cellular EA/MGM Iusacel,0.02964
5213222069,Mexico Cellular EA/MGM Iusacel,0.02964
521322220,Mexico Cellular EA/MGM Iusacel,0.02964
521322221,Mexico Cellular EA/MGM Iusacel,0.02964
521322222,Mexico Cellular EA/MGM Iusacel,0.02964
521322223,Mexico Cellular EA/MGM Iusacel,0.02964
521322227,Mexico Cellular EA/MGM Iusacel,0.02964
521322289,Mexico Cellular EA/MGM Iusacel,0.02964
521322292,Mexico Cellular EA/MGM Iusacel,0.02964
521322306,Mexico Cellular EA/MGM Iusacel,0.02964
521322356,Mexico Cellular EA/MGM Iusacel,0.02964
5213251100,Mexico Cellular EA/MGM Iusacel,0.02964
5213251101,Mexico Cellular EA/MGM Iusacel,0.02964
521331000,Mexico Cellular EA/MGM Iusacel,0.02964
521331003,Mexico Cellular EA/MGM Iusacel,0.02964
521331030,Mexico Cellular EA/MGM Iusacel,0.02964
521331076,Mexico Cellular EA/MGM Iusacel,0.02964
521331079,Mexico Cellular EA/MGM Iusacel,0.02964
521331080,Mexico Cellular EA/MGM Iusacel,0.02964
521331087,Mexico Cellular EA/MGM Iusacel,0.02964
521331111,Mexico Cellular EA/MGM Iusacel,0.02964
521331146,Mexico Cellular EA/MGM Iusacel,0.02964
521331215,Mexico Cellular EA/MGM Iusacel,0.02964
521331271,Mexico Cellular EA/MGM Iusacel,0.02964
521331291,Mexico Cellular EA/MGM Iusacel,0.02964
521331322,Mexico Cellular EA/MGM Iusacel,0.02964
521331372,Mexico Cellular EA/MGM Iusacel,0.02964
521331373,Mexico Cellular EA/MGM Iusacel,0.02964
521331381,Mexico Cellular EA/MGM Iusacel,0.02964
521331394,Mexico Cellular EA/MGM Iusacel,0.02964
521331477,Mexico Cellular EA/MGM Iusacel,0.02964
521331530,Mexico Cellular EA/MGM Iusacel,0.02964
521331669,Mexico Cellular EA/MGM Iusacel,0.02964
521331670,Mexico Cellular EA/MGM Iusacel,0.02964
521331671,Mexico Cellular EA/MGM Iusacel,0.02964
521331672,Mexico Cellular EA/MGM Iusacel,0.02964
521331800,Mexico Cellular EA/MGM Iusacel,0.02964
521331801,Mexico Cellular EA/MGM Iusacel,0.02964
521331802,Mexico Cellular EA/MGM Iusacel,0.02964
521331803,Mexico Cellular EA/MGM Iusacel,0.02964
521331804,Mexico Cellular EA/MGM Iusacel,0.02964
521331805,Mexico Cellular EA/MGM Iusacel,0.02964
521331806,Mexico Cellular EA/MGM Iusacel,0.02964
521331807,Mexico Cellular EA/MGM Iusacel,0.02964
521331808,Mexico Cellular EA/MGM Iusacel,0.02964
521331923,Mexico Cellular EA/MGM Iusacel,0.02964
521331924,Mexico Cellular EA/MGM Iusacel,0.02964
521331925,Mexico Cellular EA/MGM Iusacel,0.02964
521331926,Mexico Cellular EA/MGM Iusacel,0.02964
521331927,Mexico Cellular EA/MGM Iusacel,0.02964
521333100,Mexico Cellular EA/MGM Iusacel,0.02964
521333101,Mexico Cellular EA/MGM Iusacel,0.02964
521333102,Mexico Cellular EA/MGM Iusacel,0.02964
521333103,Mexico Cellular EA/MGM Iusacel,0.02964
521333114,Mexico Cellular EA/MGM Iusacel,0.02964
521333127,Mexico Cellular EA/MGM Iusacel,0.02964
521333128,Mexico Cellular EA/MGM Iusacel,0.02964
521333129,Mexico Cellular EA/MGM Iusacel,0.02964
521333132,Mexico Cellular EA/MGM Iusacel,0.02964
521333136,Mexico Cellular EA/MGM Iusacel,0.02964
521333147,Mexico Cellular EA/MGM Iusacel,0.02964
521333148,Mexico Cellular EA/MGM Iusacel,0.02964
521333149,Mexico Cellular EA/MGM Iusacel,0.02964
521333166,Mexico Cellular EA/MGM Iusacel,0.02964
521333167,Mexico Cellular EA/MGM Iusacel,0.02964
521333186,Mexico Cellular EA/MGM Iusacel,0.02964
521333187,Mexico Cellular EA/MGM Iusacel,0.02964
521333189,Mexico Cellular EA/MGM Iusacel,0.02964
521333190,Mexico Cellular EA/MGM Iusacel,0.02964
521333191,Mexico Cellular EA/MGM Iusacel,0.02964
521333192,Mexico Cellular EA/MGM Iusacel,0.02964
521333207,Mexico Cellular EA/MGM Iusacel,0.02964
521333349,Mexico Cellular EA/MGM Iusacel,0.02964
521333350,Mexico Cellular EA/MGM Iusacel,0.02964
521333359,Mexico Cellular EA/MGM Iusacel,0.02964
521333360,Mexico Cellular EA/MGM Iusacel,0.02964
521333361,Mexico Cellular EA/MGM Iusacel,0.02964
521333362,Mexico Cellular EA/MGM Iusacel,0.02964
521333363,Mexico Cellular EA/MGM Iusacel,0.02964
521333368,Mexico Cellular EA/MGM Iusacel,0.02964
521333369,Mexico Cellular EA/MGM Iusacel,0.02964
521333370,Mexico Cellular EA/MGM Iusacel,0.02964
521333377,Mexico Cellular EA/MGM Iusacel,0.02964
521333378,Mexico Cellular EA/MGM Iusacel,0.02964
521333379,Mexico Cellular EA/MGM Iusacel,0.02964
