All Destinations with 1/1 Billing Cycle except for Mexico (Mexico all with 60/60),,,,
,,,,
,,,,
,,,,
,,,,
Prefix,Destination Name,Rate(USD),Status,Effective From
918928,India Mobile,0.0145,No Change,1st June 2013
918929,India Mobile,0.0145,No Change,1st June 2013
918930,India Mobile,0.0145,No Change,1st June 2013
9189310,India Mobile,0.0145,No Change,1st June 2013
9189318,India Mobile,0.0145,No Change,1st June 2013
9189319,India Mobile,0.0145,No Change,1st June 2013
9189320,India Mobile,0.0145,No Change,1st June 2013
9189328,India Mobile,0.0145,No Change,1st June 2013
9189329,India Mobile,0.0145,No Change,1st June 2013
9189330,India Mobile,0.0145,No Change,1st June 2013
9189338,India Mobile,0.0145,No Change,1st June 2013
9189339,India Mobile,0.0145,No Change,1st June 2013
9189340,India Mobile,0.0145,No Change,1st June 2013
9189348,India Mobile,0.0145,No Change,1st June 2013
9189349,India Mobile,0.0145,No Change,1st June 2013
9189350,India Mobile,0.0145,No Change,1st June 2013
9189358,India Mobile,0.0145,No Change,1st June 2013
9189359,India Mobile,0.0145,No Change,1st June 2013
9189360,India Mobile,0.0145,No Change,1st June 2013
9189368,India Mobile,0.0145,No Change,1st June 2013
9189369,India Mobile,0.0145,No Change,1st June 2013
9189370,India Mobile,0.0145,No Change,1st June 2013
9189378,India Mobile,0.0145,No Change,1st June 2013
9189379,India Mobile,0.0145,No Change,1st June 2013
9189380,India Mobile,0.0145,No Change,1st June 2013
9189388,India Mobile,0.0145,No Change,1st June 2013
9189389,India Mobile,0.0145,No Change,1st June 2013
918939,India Mobile,0.0145,No Change,1st June 2013
918940,India Mobile,0.0145,No Change,1st June 2013
9189410,India Mobile,0.0145,No Change,1st June 2013
9189418,India Mobile,0.0145,No Change,1st June 2013
9189419,India Mobile,0.0145,No Change,1st June 2013
9189420,India Mobile,0.0145,No Change,1st June 2013
9189428,India Mobile,0.0145,No Change,1st June 2013
9189429,India Mobile,0.0145,No Change,1st June 2013
918943,India Mobile,0.0145,No Change,1st June 2013
9189440,India Mobile,0.0145,No Change,1st June 2013
9189448,India Mobile,0.0145,No Change,1st June 2013
9189449,India Mobile,0.0145,No Change,1st June 2013
9189450,India Mobile,0.0145,No Change,1st June 2013
9189458,India Mobile,0.0145,No Change,1st June 2013
9189459,India Mobile,0.0145,No Change,1st June 2013
9189460,India Mobile,0.0145,No Change,1st June 2013
9189468,India Mobile,0.0145,No Change,1st June 2013
9189469,India Mobile,0.0145,No Change,1st June 2013
9189470,India Mobile,0.0145,No Change,1st June 2013
9189478,India Mobile,0.0145,No Change,1st June 2013
9189479,India Mobile,0.0145,No Change,1st June 2013
918948,India Mobile,0.0145,No Change,1st June 2013
918960,India Mobile,0.0145,No Change,1st June 2013
918961,India Mobile,0.0145,No Change,1st June 2013
918962,India Mobile,0.0145,No Change,1st June 2013
9189639,India Mobile,0.0145,No Change,1st June 2013
9189640,India Mobile,0.0145,No Change,1st June 2013
9189648,India Mobile,0.0145,No Change,1st June 2013
9189649,India Mobile,0.0145,No Change,1st June 2013
9189650,India Mobile,0.0145,No Change,1st June 2013
9189658,India Mobile,0.0145,No Change,1st June 2013
9189659,India Mobile,0.0145,No Change,1st June 2013
9189660,India Mobile,0.0145,No Change,1st June 2013
9189668,India Mobile,0.0145,No Change,1st June 2013
9189669,India Mobile,0.0145,No Change,1st June 2013
918967,India Mobile,0.0145,No Change,1st June 2013
918968,India Mobile,0.0145,No Change,1st June 2013
918969,India Mobile,0.0145,No Change,1st June 2013
918980,India Mobile,0.0145,No Change,1st June 2013
918981,India Mobile,0.0145,No Change,1st June 2013
918982,India Mobile,0.0145,No Change,1st June 2013
918983,India Mobile,0.0145,No Change,1st June 2013
918984,India Mobile,0.0145,No Change,1st June 2013
9190,India Mobile,0.0145,No Change,1st June 2013
9192,India Mobile,0.0145,No Change,1st June 2013
9193,India Mobile,0.0145,No Change,1st June 2013
9197,India Mobile,0.0145,No Change,1st June 2013
9198,India Mobile,0.0145,No Change,1st June 2013
9177030,India Mobile,0.0145,New Code,8th June 2013
9177040,India Mobile,0.0145,New Code,8th June 2013
9177048,India Mobile,0.0145,New Code,8th June 2013
9177049,India Mobile,0.0145,New Code,8th June 2013
9177050,India Mobile,0.0145,New Code,8th June 2013
9177058,India Mobile,0.0145,New Code,8th June 2013
9177059,India Mobile,0.0145,New Code,8th June 2013
9177060,India Mobile,0.0145,New Code,8th June 2013
9177068,India Mobile,0.0145,New Code,8th June 2013
9177069,India Mobile,0.0145,New Code,8th June 2013
9177259,India Mobile,0.0145,New Code,8th June 2013
9177260,India Mobile,0.0145,New Code,8th June 2013
9177268,India Mobile,0.0145,New Code,8th June 2013
9177269,India Mobile,0.0145,New Code,8th June 2013
9177270,India Mobile,0.0145,New Code,8th June 2013
9177278,India Mobile,0.0145,New Code,8th June 2013
9177279,India Mobile,0.0145,New Code,8th June 2013
9177280,India Mobile,0.0145,New Code,8th June 2013
9177288,India Mobile,0.0145,New Code,8th June 2013
9177289,India Mobile,0.0145,New Code,8th June 2013
9177290,India Mobile,0.0145,New Code,8th June 2013
9177298,India Mobile,0.0145,New Code,8th June 2013
9177299,India Mobile,0.0145,New Code,8th June 2013
9177300,India Mobile,0.0145,New Code,8th June 2013
9177308,India Mobile,0.0145,New Code,8th June 2013
9177309,India Mobile,0.0145,New Code,8th June 2013
9177310,India Mobile,0.0145,New Code,8th June 2013
9177318,India Mobile,0.0145,New Code,8th June 2013
9177319,India Mobile,0.0145,New Code,8th June 2013
9177320,India Mobile,0.0145,New Code,8th June 2013
9177328,India Mobile,0.0145,New Code,8th June 2013
9177329,India Mobile,0.0145,New Code,8th June 2013
9177330,India Mobile,0.0145,New Code,8th June 2013
9177338,India Mobile,0.0145,New Code,8th June 2013
9177339,India Mobile,0.0145,New Code,8th June 2013
9177340,India Mobile,0.0145,New Code,8th June 2013
9177348,India Mobile,0.0145,New Code,8th June 2013
9177349,India Mobile,0.0145,New Code,8th June 2013
9177408,India Mobile,0.0145,New Code,8th June 2013
9177409,India Mobile,0.0145,New Code,8th June 2013
9177410,India Mobile,0.0145,New Code,8th June 2013
9177418,India Mobile,0.0145,New Code,8th June 2013
9177419,India Mobile,0.0145,New Code,8th June 2013
9177438,India Mobile,0.0145,New Code,8th June 2013
9177439,India Mobile,0.0145,New Code,8th June 2013
9177440,India Mobile,0.0145,New Code,8th June 2013
9177448,India Mobile,0.0145,New Code,8th June 2013
9177449,India Mobile,0.0145,New Code,8th June 2013
9177450,India Mobile,0.0145,New Code,8th June 2013
9177458,India Mobile,0.0145,New Code,8th June 2013
9177459,India Mobile,0.0145,New Code,8th June 2013
9177460,India Mobile,0.0145,New Code,8th June 2013
9177468,India Mobile,0.0145,New Code,8th June 2013
9177469,India Mobile,0.0145,New Code,8th June 2013
9177470,India Mobile,0.0145,New Code,8th June 2013
9177478,India Mobile,0.0145,New Code,8th June 2013
9177479,India Mobile,0.0145,New Code,8th June 2013
9177480,India Mobile,0.0145,New Code,8th June 2013
9177488,India Mobile,0.0145,New Code,8th June 2013
9177489,India Mobile,0.0145,New Code,8th June 2013
9177490,India Mobile,0.0145,New Code,8th June 2013
9177498,India Mobile,0.0145,New Code,8th June 2013
9177499,India Mobile,0.0145,New Code,8th June 2013
9177500,India Mobile,0.0145,New Code,8th June 2013
9177508,India Mobile,0.0145,New Code,8th June 2013
9177509,India Mobile,0.0145,New Code,8th June 2013
9177510,India Mobile,0.0145,New Code,8th June 2013
9177518,India Mobile,0.0145,New Code,8th June 2013
9177519,India Mobile,0.0145,New Code,8th June 2013
9177520,India Mobile,0.0145,New Code,8th June 2013
9177528,India Mobile,0.0145,New Code,8th June 2013
9177529,India Mobile,0.0145,New Code,8th June 2013
9177530,India Mobile,0.0145,New Code,8th June 2013
9177538,India Mobile,0.0145,New Code,8th June 2013
9177539,India Mobile,0.0145,New Code,8th June 2013
9177540,India Mobile,0.0145,New Code,8th June 2013
9177548,India Mobile,0.0145,New Code,8th June 2013
9177549,India Mobile,0.0145,New Code,8th June 2013
9177550,India Mobile,0.0145,New Code,8th June 2013
9177558,India Mobile,0.0145,New Code,8th June 2013
9177559,India Mobile,0.0145,New Code,8th June 2013
9177560,India Mobile,0.0145,New Code,8th June 2013
9177568,India Mobile,0.0145,New Code,8th June 2013
9177569,India Mobile,0.0145,New Code,8th June 2013
9177570,India Mobile,0.0145,New Code,8th June 2013
9177578,India Mobile,0.0145,New Code,8th June 2013
9177579,India Mobile,0.0145,New Code,8th June 2013
9177580,India Mobile,0.0145,New Code,8th June 2013
9177588,India Mobile,0.0145,New Code,8th June 2013
9177589,India Mobile,0.0145,New Code,8th June 2013
9177590,India Mobile,0.0145,New Code,8th June 2013
9177598,India Mobile,0.0145,New Code,8th June 2013
9177599,India Mobile,0.0145,New Code,8th June 2013
9177618,India Mobile,0.0145,New Code,8th June 2013
9177619,India Mobile,0.0145,New Code,8th June 2013
9177620,India Mobile,0.0145,New Code,8th June 2013
9177628,India Mobile,0.0145,New Code,8th June 2013
9177629,India Mobile,0.0145,New Code,8th June 2013
9177630,India Mobile,0.0145,New Code,8th June 2013
9177638,India Mobile,0.0145,New Code,8th June 2013
9122,India Mumbai,0.0145,No Change,1st June 2013
9111,India New Delhi,0.0145,No Change,1st June 2013
91,India Other,0.0145,No Change,1st June 2013
62817,Indonesia Excelcomindo Mobile,0.0565,No Change,1st June 2013
62818,Indonesia Excelcomindo Mobile,0.0565,No Change,1st June 2013
62819,Indonesia Excelcomindo Mobile,0.0565,No Change,1st June 2013
62859,Indonesia Excelcomindo Mobile,0.0565,No Change,1st June 2013
62877,Indonesia Excelcomindo Mobile,0.0565,No Change,1st June 2013
62878,Indonesia Excelcomindo Mobile,0.0565,No Change,1st June 2013
62814,Indonesia Indosat Mobile,0.0565,No Change,1st June 2013
62815,Indonesia Indosat Mobile,0.0565,No Change,1st June 2013
62816,Indonesia Indosat Mobile,0.0565,No Change,1st June 2013
62855,Indonesia Indosat Mobile,0.0565,No Change,1st June 2013
62856,Indonesia Indosat Mobile,0.0565,No Change,1st June 2013
62857,Indonesia Indosat Mobile,0.0565,No Change,1st June 2013
62858,Indonesia Indosat Mobile,0.0565,No Change,1st June 2013
6221,Indonesia Jakarta,0.0561,Increase,8th June 2013
628,Indonesia Mobile,0.0565,No Change,1st June 2013
62,Indonesia Other,0.0565,Decrease,1st June 2013
6231,Indonesia Surabaya,0.0561,Increase,8th June 2013
62811,Indonesia Telkomsel Mobile,0.0565,Decrease,1st June 2013
62812,Indonesia Telkomsel Mobile,0.0565,Decrease,1st June 2013
62813,Indonesia Telkomsel Mobile,0.0565,Decrease,1st June 2013
62821,Indonesia Telkomsel Mobile,0.0565,Decrease,1st June 2013
62822,Indonesia Telkomsel Mobile,0.0565,Decrease,1st June 2013
62823,Indonesia Telkomsel Mobile,0.0565,Decrease,1st June 2013
62852,Indonesia Telkomsel Mobile,0.0565,Decrease,1st June 2013
62853,Indonesia Telkomsel Mobile,0.0565,Decrease,1st June 2013
87077,Inmarsat Snac - Bgan Bgan,1.4392,Increase,8th June 2013
87078,Inmarsat Snac - Bgan Hsd Bgan Hsd,5.3456,Decrease,1st June 2013
8705,Inmarsat Snac Aero,3.494,Decrease,1st June 2013
8703,Inmarsat Snac B,2.6957,No Change,1st June 2013
87039,Inmarsat Snac B Hsd,6.8259,No Change,1st June 2013
8706,Inmarsat Snac M,1.285,No Change,1st June 2013
87060,Inmarsat Snac M4 Hsd,5.6364,No Change,1st June 2013
87076,Inmarsat Snac Mini M,1.1616,No Change,1st June 2013
88299,Intl Network Aeromobile,3.7906,Decrease,1st June 2013
88234,Intl Network Antarctica Gsm Aq,2.6455,Decrease,1st June 2013
883120,Intl Network M2m,0.0783,Increase,8th June 2013
88239,Intl Network M2m_Malta,8.995,Increase,8th June 2013
88242,Intl Network Seanet,4.6541,Increase,8th June 2013
8835100,Intl Network Voxbon,3.0669,Increase,8th June 2013
989,Iran Mobile,0.086,Increase,8th June 2013
98930,Iran Mtn Mobile,0.086,Increase,8th June 2013
98933,Iran Mtn Mobile,0.086,Increase,8th June 2013
98935,Iran Mtn Mobile,0.086,Increase,8th June 2013
98936,Iran Mtn Mobile,0.086,Increase,8th June 2013
98937,Iran Mtn Mobile,0.086,Increase,8th June 2013
98938,Iran Mtn Mobile,0.086,Increase,8th June 2013
98939,Iran Mtn Mobile,0.086,Increase,8th June 2013
98,Iran Other,0.053,No Change,1st June 2013
9821,Iran Tehran,0.053,No Change,1st June 2013
96477,Iraq Asiacell Mobile,0.1795,Increase,8th June 2013
9641,Iraq Baghdad,0.1056,No Change,1st June 2013
9644,Iraq Basra,0.1056,No Change,1st June 2013
9647480,Iraq Fanous Mobile,0.1597,No Change,1st June 2013
9647481,Iraq Fanous Mobile,0.1597,No Change,1st June 2013
9642,Iraq Itpc,0.1077,Decrease,1st June 2013
96430,Iraq Itpc,0.1077,Decrease,1st June 2013
96432,Iraq Itpc,0.1077,Decrease,1st June 2013
96433,Iraq Itpc,0.1077,Decrease,1st June 2013
96436,Iraq Itpc,0.1077,Decrease,1st June 2013
96437,Iraq Itpc,0.1077,Decrease,1st June 2013
96450,Iraq Itpc,0.1077,Decrease,1st June 2013
96460,Iraq Itpc,0.1077,Decrease,1st June 2013
96475,Iraq Korektel Mobile,0.1599,Decrease,1st June 2013
96470,Iraq Mobile,0.1884,Increase,8th June 2013
96471,Iraq Mobile,0.1884,Increase,8th June 2013
96472,Iraq Mobile,0.1884,Increase,8th June 2013
96474,Iraq Mobile,0.1884,Increase,8th June 2013
96476,Iraq Mobile,0.1884,Increase,8th June 2013
964,Iraq Other,0.1044,Decrease,1st June 2013
96453,Iraq Sulaimaniya,0.0504,No Change,1st June 2013
9647400,Iraq Wll,0.0288,No Change,1st June 2013
9647401,Iraq Wll,0.0288,No Change,1st June 2013
9647435,Iraq Wll,0.0288,No Change,1st June 2013
96478,Iraq Zain Mobile,0.1795,Increase,8th June 2013
96479,Iraq Zain Mobile,0.1795,Increase,8th June 2013
35386,Ireland 02 Mobile,0.0548,Decrease,1st June 2013
35383,Ireland H3g Mobile,0.0645,Decrease,1st June 2013
35385,Ireland Meteor Mobile,0.0636,Decrease,1st June 2013
35382,Ireland Mobile,0.2994,Increase,8th June 2013
35389,Ireland Mobile,0.2994,Increase,8th June 2013
353700,Ireland Non Geographic,0.1285,Decrease,1st June 2013
35376,Ireland Non Geographic,0.1285,Decrease,1st June 2013
353818,Ireland Non Geographic,0.1285,Decrease,1st June 2013
353,Ireland Other,0.0093,Decrease,1st June 2013
35387,Ireland Vodafone Mobile,0.0526,Decrease,1st June 2013
8817,Iridium 7,3.3924,Decrease,1st June 2013
8816,Iridium Other,3.598,Decrease,1st June 2013
9725,Israel Mobile,0.0199,Decrease,1st June 2013
972151,Israel Mobile,0.0199,Decrease,1st June 2013
972153,Israel Mobile,0.0199,Decrease,1st June 2013
972,Israel Other,0.009,Decrease,1st June 2013
97222,Israel Palestine,0.1349,No Change,1st June 2013
97242,Israel Palestine,0.1349,No Change,1st June 2013
97282,Israel Palestine,0.1349,No Change,1st June 2013
97292,Israel Palestine,0.1349,No Change,1st June 2013
97256,Israel Palestine Mobile,0.1565,Decrease,1st June 2013
97259,Israel Palestine Mobile,0.1565,Decrease,1st June 2013
39373,Italy H3g Mobile,0.0946,Decrease,1st June 2013
39390,Italy H3g Mobile,0.0946,Decrease,1st June 2013
39391,Italy H3g Mobile,0.0946,Decrease,1st June 2013
39392,Italy H3g Mobile,0.0946,Decrease,1st June 2013
39393,Italy H3g Mobile,0.0946,Decrease,1st June 2013
39397,Italy H3g Mobile,0.0946,Decrease,1st June 2013
39310,Italy Mobile,0.3311,Decrease,1st June 2013
3931100,Italy Mobile,0.3311,Decrease,1st June 2013
3931101,Italy Mobile,0.3311,Decrease,1st June 2013
39313,Italy Mobile,0.3311,Decrease,1st June 2013
39319,Italy Mobile,0.3311,Decrease,1st June 2013
39350,Italy Mobile,0.3311,Decrease,1st June 2013
39,Italy Other,0.0087,Decrease,1st June 2013
39330,Italy Tim Mobile,0.0829,No Change,1st June 2013
39331,Italy Tim Mobile,0.0829,No Change,1st June 2013
39333,Italy Tim Mobile,0.0829,No Change,1st June 2013
39334,Italy Tim Mobile,0.0829,No Change,1st June 2013
39335,Italy Tim Mobile,0.0829,No Change,1st June 2013
39336,Italy Tim Mobile,0.0829,No Change,1st June 2013
39337,Italy Tim Mobile,0.0829,No Change,1st June 2013
39338,Italy Tim Mobile,0.0829,No Change,1st June 2013
39339,Italy Tim Mobile,0.0829,No Change,1st June 2013
39360,Italy Tim Mobile,0.0829,No Change,1st June 2013
39361,Italy Tim Mobile,0.0829,No Change,1st June 2013
39362,Italy Tim Mobile,0.0829,No Change,1st June 2013
39363,Italy Tim Mobile,0.0829,No Change,1st June 2013
39366,Italy Tim Mobile,0.0829,No Change,1st June 2013
39368,Italy Tim Mobile,0.0829,No Change,1st June 2013
39370,Italy Tim Mobile,0.0829,No Change,1st June 2013
39340,Italy Vodafone Mobile,0.0814,Decrease,1st June 2013
39341,Italy Vodafone Mobile,0.0814,Decrease,1st June 2013
39342,Italy Vodafone Mobile,0.0814,Decrease,1st June 2013
39343,Italy Vodafone Mobile,0.0814,Decrease,1st June 2013
39345,Italy Vodafone Mobile,0.0814,Decrease,1st June 2013
39346,Italy Vodafone Mobile,0.0814,Decrease,1st June 2013
39347,Italy Vodafone Mobile,0.0814,Decrease,1st June 2013
39348,Italy Vodafone Mobile,0.0814,Decrease,1st June 2013
39349,Italy Vodafone Mobile,0.0814,Decrease,1st June 2013
39377,Italy Vodafone Mobile,0.0814,Decrease,1st June 2013
39383,Italy Vodafone Mobile,0.0814,Decrease,1st June 2013
3932,Italy Wind Mobile,0.0716,Decrease,1st June 2013
3938,Italy Wind Mobile,0.0716,Decrease,1st June 2013
22520,Ivory Coast Abidjan,0.1797,Decrease,1st June 2013
22521,Ivory Coast Abidjan,0.1797,Decrease,1st June 2013
22522,Ivory Coast Abidjan,0.1797,Decrease,1st June 2013
22523,Ivory Coast Abidjan,0.1797,Decrease,1st June 2013
22524,Ivory Coast Abidjan,0.1797,Decrease,1st June 2013
225300,Ivory Coast Abidjan,0.1797,Decrease,1st June 2013
225310,Ivory Coast Abidjan,0.1797,Decrease,1st June 2013
225320,Ivory Coast Abidjan,0.1797,Decrease,1st June 2013
225330,Ivory Coast Abidjan,0.1797,Decrease,1st June 2013
225340,Ivory Coast Abidjan,0.1797,Decrease,1st June 2013
225350,Ivory Coast Abidjan,0.1797,Decrease,1st June 2013
225360,Ivory Coast Abidjan,0.1797,Decrease,1st June 2013
22569,Ivory Coast Aircomm Mobile,0.261,No Change,1st June 2013
22565,Ivory Coast Comium Mobile,0.1545,No Change,1st June 2013
22566,Ivory Coast Comium Mobile,0.1545,No Change,1st June 2013
22567,Ivory Coast Comium Mobile,0.1545,No Change,1st June 2013
22501,Ivory Coast Moov Mobile,0.261,Decrease,1st June 2013
22502,Ivory Coast Moov Mobile,0.261,Decrease,1st June 2013
22503,Ivory Coast Moov Mobile,0.261,Decrease,1st June 2013
22540,Ivory Coast Moov Mobile,0.261,Decrease,1st June 2013
22541,Ivory Coast Moov Mobile,0.261,Decrease,1st June 2013
22542,Ivory Coast Moov Mobile,0.261,Decrease,1st June 2013
22504,Ivory Coast Mtn Mobile,0.2734,Decrease,1st June 2013
22505,Ivory Coast Mtn Mobile,0.2734,Decrease,1st June 2013
22506,Ivory Coast Mtn Mobile,0.2734,Decrease,1st June 2013
22544,Ivory Coast Mtn Mobile,0.2734,Decrease,1st June 2013
22545,Ivory Coast Mtn Mobile,0.2734,Decrease,1st June 2013
22546,Ivory Coast Mtn Mobile,0.2734,Decrease,1st June 2013
22555,Ivory Coast Mtn Mobile,0.2734,Decrease,1st June 2013
22556,Ivory Coast Mtn Mobile,0.2734,Decrease,1st June 2013
22507,Ivory Coast Orange Mobile,0.2621,Increase,8th June 2013
22508,Ivory Coast Orange Mobile,0.2621,Increase,8th June 2013
22509,Ivory Coast Orange Mobile,0.2621,Increase,8th June 2013
22547,Ivory Coast Orange Mobile,0.2621,Increase,8th June 2013
22548,Ivory Coast Orange Mobile,0.2621,Increase,8th June 2013
22549,Ivory Coast Orange Mobile,0.2621,Increase,8th June 2013
22557,Ivory Coast Orange Mobile,0.2621,Increase,8th June 2013
22558,Ivory Coast Orange Mobile,0.2621,Increase,8th June 2013
22559,Ivory Coast Orange Mobile,0.2621,Increase,8th June 2013
22560,Ivory Coast Oricell Mobile,0.1391,No Change,1st June 2013
22561,Ivory Coast Oricell Mobile,0.1391,No Change,1st June 2013
225,Ivory Coast Other,0.1962,No Change,1st June 2013
2252170,Ivory Coast Spacemob,0.8995,Decrease,1st June 2013
1876410,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876412,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876413,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876414,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876416,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876417,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876418,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876419,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876440,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876441,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876442,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876443,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
187644455,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876445,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876446,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876447,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876448,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876449,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876275,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876276,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876277,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876278,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876279,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
187628,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
187629,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
187635,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
187636,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
187637,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
187638,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
187639,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876401,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876402,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876403,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876404,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876405,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876406,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876407,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876408,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876409,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
187642,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
187643,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
187645,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
187646,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
187647,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
187648,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876503,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876504,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876505,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876506,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876507,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876508,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876509,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876560,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876561,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876562,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876564,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876565,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876566,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876567,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876568,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876569,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
187657,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
187658,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876618,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876619,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876648,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876649,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876665,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876667,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876668,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876669,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
187684,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
187685,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
187686,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
187687,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
187688,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
187689,Jamaica Digicel Mobile,0.1977,No Change,1st June 2013
1876810,Jamaica Mobile,0.1815,Decrease,1st June 2013
1876812,Jamaica Mobile,0.1815,Decrease,1st June 2013
1876813,Jamaica Mobile,0.1815,Decrease,1st June 2013
1876814,Jamaica Mobile,0.1815,Decrease,1st June 2013
1876815,Jamaica Mobile,0.1815,Decrease,1st June 2013
1876816,Jamaica Mobile,0.1815,Decrease,1st June 2013
1876817,Jamaica Mobile,0.1815,Decrease,1st June 2013
1876818,Jamaica Mobile,0.1815,Decrease,1st June 2013
1876819,Jamaica Mobile,0.1815,Decrease,1st June 2013
1876210,Jamaica Mobile,0.1815,Decrease,1st June 2013
1876310,Jamaica Mobile,0.1815,Decrease,1st June 2013
1876312,Jamaica Mobile,0.1815,Decrease,1st June 2013
1876313,Jamaica Mobile,0.1815,Decrease,1st June 2013
1876314,Jamaica Mobile,0.1815,Decrease,1st June 2013
1876315,Jamaica Mobile,0.1815,Decrease,1st June 2013
1876316,Jamaica Mobile,0.1815,Decrease,1st June 2013
1876317,Jamaica Mobile,0.1815,Decrease,1st June 2013
1876318,Jamaica Mobile,0.1815,Decrease,1st June 2013
1876319,Jamaica Mobile,0.1815,Decrease,1st June 2013
187632,Jamaica Mobile,0.1815,Decrease,1st June 2013
187633,Jamaica Mobile,0.1815,Decrease,1st June 2013
187634,Jamaica Mobile,0.1815,Decrease,1st June 2013
187653,Jamaica Mobile,0.1815,Decrease,1st June 2013
187654,Jamaica Mobile,0.1815,Decrease,1st June 2013
1876700,Jamaica Mobile,0.1815,Decrease,1st June 2013
1876707,Jamaica Mobile,0.1815,Decrease,1st June 2013
187677,Jamaica Mobile,0.1815,Decrease,1st June 2013
1876781,Jamaica Mobile,0.1815,Decrease,1st June 2013
1876782,Jamaica Mobile,0.1815,Decrease,1st June 2013
1876783,Jamaica Mobile,0.1815,Decrease,1st June 2013
1876784,Jamaica Mobile,0.1815,Decrease,1st June 2013
